,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
136,new norfolk,au,"{'lon': 147.058701, 'lat': -42.782612}",2155415,-42.78,147.06,1522990800,57.2,67,75,12.75,1523080800,58.14,67,44,11.9,1522994400,1523394000,51.585,91.0789473684,62.5263157895,4.78289473684
137,bethel,us,"{'lon': -81.354828, 'lat': 32.413799}",4182260,32.41,-81.35,1522990560,46.85,81,1,4.63,1523048400,81.71,30,68,10.67,1522994400,1523394000,58.5692105263,73.6315789474,30.7368421053,10.3805263158
148,upernavik,gl,"{'lon': -56.15485, 'lat': 72.786842}",3418910,72.79,-56.15,1522992257,-4.94,83,0,2.62,1523037600,1.84,99,0,10.31,1522994400,1523394000,8.39868421053,84.8947368421,11.5789473684,9.29421052632
149,atuona,pf,"{'lon': -139.033325, 'lat': -9.8}",4020109,-9.8,-139.03,1522992258,81.64,100,92,14.36,1522994400,81.93,100,92,14.36,1522994400,1523394000,80.7186842105,100.0,64.1052631579,13.3692105263
150,atar,mr,"{'lon': -13.04986, 'lat': 20.516859}",2381334,20.52,-13.05,1522992259,62.02,56,0,0.76,1523026800,102.78,15,0,4.7,1522994400,1523394000,82.5542105263,20.2105263158,22.6315789474,6.85605263158
151,bereda,so,"{'lon': -84.2470936, 'lat': 30.4974494}",0,30.5,-84.25,1522991700,53.2,87,90,3.36,1523037600,78.43,48,36,7.63,1522994400,1523394000,61.8257894737,82.6578947368,31.4736842105,6.82736842105
152,ambulu,id,"{'lon': 113.6085612, 'lat': -8.3813553}",0,-8.38,113.61,1522992261,84.34,100,20,6.87,1523070000,85.06,98,0,4.34,1522994400,1523394000,81.37,98.8157894737,28.0,5.36657894737
153,barrow,us,"{'lon': -156.788727, 'lat': 71.290581}",5880054,71.29,-156.79,1522990380,6.8,77,90,20.8,1523080800,11.16,100,24,27.6,1522994400,1523394000,9.20894736842,100.0,36.8421052632,24.1534210526
154,samarai,pg,"{'lon': 150.666672, 'lat': -10.61667}",2132606,-10.62,150.67,1522992264,80.74,100,76,6.02,1523070000,82.27,100,32,3,1522994400,1523394000,79.795,100.0,60.8421052632,4.77815789474
155,huilong,cn,"{'lon': 121.654999, 'lat': 31.81111}",1806840,31.81,121.66,1522992275,58.42,72,0,16.87,1522994400,61.23,72,0,16.87,1522994400,1523394000,56.4210526316,76.2368421053,7.47368421053,15.6476315789
159,stephenville,us,"{'lon': -98.202263, 'lat': 32.220699}",4734350,32.22,-98.2,1522990500,66.92,82,1,11.41,1523059200,87.14,31,44,12.64,1522994400,1523394000,61.6621052632,56.7631578947,17.7894736842,15.1581578947
160,fortuna,us,"{'lon': -124.15728, 'lat': 40.59819}",5563839,40.6,-124.16,1522990500,55.56,93,90,19.46,1523059200,57.26,94,92,15.88,1522994400,1523394000,51.5828947368,94.3157894737,71.3684210526,9.40315789474
161,porto belo,br,"{'lon': -48.553059, 'lat': -27.15778}",3452900,-27.16,-48.55,1522987200,66.2,93,0,3.36,1523037600,74.56,100,36,5.99,1522994400,1523394000,74.0471052632,97.8947368421,48.3157894737,6.25842105263
162,mount isa,au,"{'lon': 139.5, 'lat': -20.73333}",2065594,-20.73,139.5,1522990800,93.2,23,40,6.93,1522994400,92.12,31,0,12.46,1522994400,1523394000,74.9797368421,72.3684210526,31.8947368421,8.18368421053
164,ancud,cl,"{'lon': -73.820282, 'lat': -41.86972}",3899695,-41.87,-73.82,1522992273,44.38,87,76,2.33,1523037600,55.39,62,68,4.72,1522994400,1523394000,52.0465789474,89.9736842105,79.5789473684,6.98026315789
165,nuuk,gl,"{'lon': -51.721569, 'lat': 64.183472}",3421319,64.18,-51.72,1522990200,28.4,63,20,17.22,1523080800,31.68,81,88,8.88,1522994400,1523394000,27.3392105263,93.7105263158,53.2631578947,10.5815789474
166,macae,br,"{'lon': -41.786942, 'lat': -22.370831}",3458266,-22.37,-41.79,1522992275,67.96,96,88,1.5,1523026800,77.49,80,76,3.98,1522994400,1523394000,69.7031578947,87.4473684211,57.2631578947,2.95315789474
167,sistranda,no,"{'lon': 8.83402, 'lat': 63.725552}",3139597,63.73,8.83,1522990200,37.4,69,75,18.34,1523005200,39.42,85,20,13.56,1522994400,1523394000,37.8102631579,92.2631578947,29.3684210526,9.49710526316
168,louisbourg,ca,"{'lon': -59.9713119, 'lat': 45.9221352}",0,45.92,-59.97,1522990800,23,67,75,16.11,1523048400,32.39,69,0,19.55,1522994400,1523394000,31.0786842105,89.3157894737,48.2105263158,17.1492105263
169,prieska,za,"{'lon': 22.747419, 'lat': -29.664089}",964090,-29.66,22.75,1522992288,59.41,78,76,5.08,1523016000,76.95,62,0,11.23,1522994400,1523394000,63.2136842105,67.2368421053,38.4210526316,6.16657894737
170,mangrol,in,"{'lon': 76.51667, 'lat': 25.33333}",1263751,25.33,76.52,1522992279,97.84,23,20,9.55,1522994400,109.65,23,20,9.55,1522994400,1523394000,82.6655263158,48.1052631579,22.6315789474,5.44236842105
172,aklavik,ca,"{'lon': -135.010712, 'lat': 68.219131}",5882953,68.22,-135.01,1522990800,10.4,60,20,5.82,1523059200,6.23,90,0,7.83,1522994400,1523394000,0.357894736842,68.1842105263,19.4736842105,5.58710526316
173,ribeira grande,pt,"{'lon': -25.468349, 'lat': 37.804588}",8010689,37.8,-25.47,1522990800,55.4,62,20,13.87,1523059200,60.59,99,0,24.43,1522994400,1523394000,60.5989473684,98.1842105263,39.7894736842,17.6713157895
175,mys shmidta,ru,"{'lon': -179.4311219, 'lat': 68.884224}",0,68.88,-179.43,1522992283,2.26,89,48,14.36,1523080800,9.99,90,64,16.31,1522994400,1523394000,1.13973684211,81.1578947368,28.4210526316,7.54421052632
176,airai,pw,"{'lon': 134.5690225, 'lat': 7.396611799999999}",0,7.4,134.57,1522990380,86,70,75,9.17,1522994400,85.41,100,44,7.02,1522994400,1523394000,82.6015789474,100.0,57.3684210526,8.40578947368
177,necochea,ar,"{'lon': -58.736752, 'lat': -38.54726}",3430443,-38.55,-58.74,1522992295,58.78,65,92,6.91,1523026800,64.71,64,12,9.57,1522994400,1523394000,62.7494736842,81.5526315789,34.9473684211,8.43210526316
178,hovd,mn,"{'lon': 102.174911, 'lat': 44.670238}",2030474,44.67,102.17,1522992288,35.65,40,0,10.16,1523080800,48.24,35,0,4.79,1522994400,1523394000,38.0160526316,33.1052631579,10.3157894737,7.61789473684
181,namatanai,pg,"{'lon': 152.433334, 'lat': -3.66667}",2090021,-3.67,152.43,1522992299,84.43,97,24,5.23,1523070000,86.68,89,64,5.5,1522994400,1523394000,84.0960526316,97.2894736842,45.8947368421,4.60394736842
182,gimli,ca,"{'lon': -96.990662, 'lat': 50.633621}",5961417,50.63,-96.99,1522992292,4.96,59,0,13.91,1523048400,21.77,80,64,18.39,1522994400,1523394000,17.4865789474,76.7894736842,35.0526315789,8.25657894737
183,provideniya,ru,"{'lon': -173.300003, 'lat': 64.383331}",4031574,64.38,-173.3,1522989000,17.6,52,0,6.71,1523059200,27.56,100,80,14.47,1522994400,1523394000,21.6286842105,100.0,42.7368421053,18.5271052632
184,halifax,ca,"{'lon': -63.572392, 'lat': 44.645329}",6324729,44.65,-63.57,1522990800,24.8,53,20,14.99,1523080800,39.06,92,92,15.08,1522994400,1523394000,35.1810526316,97.1842105263,53.3684210526,15.6181578947
186,victoria,us,"{'lon': -97.003601, 'lat': 28.805269}",4739157,28.81,-97,1522990500,70.66,94,90,11.41,1523048400,83.69,61,24,18.66,1522994400,1523394000,71.8726315789,63.8947368421,36.4210526316,13.5613157895
190,vestmannaeyjar,is,"{'lon': -20.27339, 'lat': 63.44273}",3412093,63.44,-20.27,1522992336,27.91,100,0,7.25,1523026800,39.96,82,0,4.54,1522994400,1523394000,39.8397368421,91.1052631579,43.2631578947,14.6794736842
191,mwaro,bi,"{'lon': 29.7034, 'lat': -3.5272}",423794,-3.53,29.7,1522992328,62.56,97,80,1.99,1523016000,74.95,75,36,4.74,1522994400,1523394000,62.1005263158,91.9473684211,56.7368421053,3.15105263158
192,capreol,ca,"{'lon': -80.9223682, 'lat': 46.7059728}",0,46.71,-80.92,1522990800,21.2,73,90,8.05,1523048400,30.59,75,88,4.52,1522994400,1523394000,20.1273684211,65.0526315789,49.5789473684,4.73342105263
193,puerto leguizamo,co,"{'lon': -74.781891, 'lat': -0.19337000000000001}",3671437,-0.19,-74.78,1522992340,74.89,94,56,2.28,1523048400,87.29,64,20,4.9,1522994400,1523394000,77.6373684211,87.1578947368,64.8421052632,2.93315789474
194,ayan,ru,"{'lon': 110.916672, 'lat': 54.716671}",2027317,54.72,110.92,1522992332,21.88,48,68,3.33,1523080800,31.32,51,0,3.06,1522994400,1523394000,22.3442105263,68.1315789474,41.1578947368,2.49973684211
196,broken hill,au,"{'lon': 141.433334, 'lat': -31.950001}",2173911,-31.95,141.43,1522992333,81.37,33,0,8.93,1523080800,87.48,31,0,3.51,1522994400,1523394000,72.3557894737,48.4473684211,0.842105263158,6.45736842105
197,kavaratti,in,"{'lon': 72.642029, 'lat': 10.56688}",1267390,10.57,72.64,1522992343,86.32,100,0,5.08,1523026800,87.89,97,0,6.49,1522994400,1523394000,86.3223684211,99.4210526316,1.47368421053,5.80052631579
198,komsomolskiy,ru,"{'lon': 46.698521, 'lat': 43.978329}",545728,43.98,46.7,1522992335,52.21,100,0,4.56,1523005200,65.52,90,20,6.62,1522994400,1523394000,52.1413157895,82.2631578947,4.21052631579,11.3723684211
199,dryden,ca,"{'lon': -92.833633, 'lat': 49.77504}",5942911,49.77,-92.83,1522990800,12.2,66,40,8.05,1523048400,19.07,53,68,11.68,1522994400,1523394000,18.2605263158,59.5789473684,39.0526315789,5.10894736842
201,talnakh,ru,"{'lon': 88.397202, 'lat': 69.486504}",1490256,69.49,88.4,1522992347,-10.7,90,0,6.58,1523080800,-4.5,93,0,1.54,1522994400,1523394000,-2.59552631579,66.5,16.7368421053,4.04342105263
202,jhudo,pk,"{'lon': 69.2937133, 'lat': 24.9655078}",0,24.97,69.29,1522992349,94.6,38,0,5.64,1523005200,111.88,29,0,6.85,1522994400,1523394000,88.0821052632,48.5526315789,19.8947368421,5.72394736842
203,faya,td,"{'lon': 19.1107114, 'lat': 17.9236623}",0,17.92,19.11,1522992340,71.11,14,0,16.87,1523016000,98.74,11,0,17.38,1522994400,1523394000,84.1528947368,13.0526315789,0.0,10.2144736842
204,masaurhi,in,"{'lon': 85.0311411, 'lat': 25.3512814}",0,25.35,85.03,1522990800,86,55,0,11.41,1523005200,101.41,41,0,8.63,1522994400,1523394000,84.4871052632,58.0263157895,26.5263157895,8.99710526316
205,aykhal,ru,"{'lon': 111.5, 'lat': 66}",2027296,66,111.5,1522992343,17.56,74,56,9.66,1523080800,24.21,80,48,6.87,1522994400,1523394000,14.9571052632,76.9210526316,60.5263157895,6.83710526316
206,chipinge,zw,"{'lon': 32.623638, 'lat': -20.18833}",893549,-20.19,32.62,1522992354,73.09,81,44,3.85,1523005200,86.83,62,44,3.83,1522994400,1523394000,73.3505263158,86.4736842105,47.3684210526,5.41552631579
207,saint-francois,gp,"{'lon': -61.274139, 'lat': 16.25264}",3578441,16.25,-61.27,1522990800,75.2,83,40,6.93,1523037600,79.69,99,0,10.92,1522994400,1523394000,77.9213157895,99.5526315789,70.4210526316,14.4555263158
208,hofn,is,"{'lon': -15.2082, 'lat': 64.253868}",2630299,64.25,-15.21,1522992347,27.01,100,0,7.31,1523037600,33.52,100,0,4.99,1522994400,1523394000,35.7092105263,98.5789473684,38.5263157895,6.74578947368
209,rio gallegos,ar,"{'lon': -69.218132, 'lat': -51.622608}",3838859,-51.62,-69.22,1522987200,37.4,69,0,8.05,1523037600,51.79,72,36,16.58,1522994400,1523394000,42.7528947368,93.9473684211,58.0,14.3107894737
210,codrington,ag,"{'lon': -61.8204456, 'lat': 17.6425736}",0,17.64,-61.82,1522990800,77,78,40,10.29,1522994400,77.92,100,56,16.87,1522994400,1523394000,77.6660526316,99.9736842105,61.2631578947,15.95
211,chuy,uy,"{'lon': -53.46162, 'lat': -33.697071}",3443061,-33.7,-53.46,1522992350,63.91,96,0,7.58,1523026800,75.51,92,20,4.21,1522994400,1523394000,70.8115789474,89.1578947368,41.6842105263,7.425
212,jackson,us,"{'lon': -87.650299, 'lat': 38.721161}",4241691,38.72,-87.65,1522991700,46.78,61,1,11.41,1523026800,47.64,87,92,8.39,1522994400,1523394000,34.8428947368,82.5263157895,56.9473684211,11.9534210526
230,touros,br,"{'lon': -35.460831, 'lat': -5.1988900000000005}",3386213,-5.2,-35.46,1522992362,77.14,96,88,3.29,1523037600,85.09,76,32,8.86,1522994400,1523394000,80.0436842105,89.6578947368,65.3684210526,7.74078947368
231,deputatskiy,ru,"{'lon': 139.899994, 'lat': 69.300003}",2028164,69.3,139.9,1522992363,24.04,85,12,3.89,1523080800,28.35,94,12,4,1522994400,1523394000,10.2263157895,78.2894736842,26.0,3.39052631579
232,torbay,ca,"{'lon': -52.73135, 'lat': 47.666592}",6167817,47.67,-52.73,1522990800,32,99,90,17.22,1523026800,32,93,36,26.69,1522994400,1523394000,34.7239473684,88.3947368421,55.4736842105,19.7118421053
233,oroville,us,"{'lon': -121.556358, 'lat': 39.513779}",5379759,39.51,-121.56,1522991040,55.04,93,90,6.93,1523080800,55.89,99,92,13.96,1522994400,1523394000,54.2586842105,89.4210526316,58.6315789474,8.99052631579
235,vardo,no,"{'lon': 31.10866, 'lat': 70.370399}",6453313,70.37,31.11,1522990200,24.8,85,0,9.17,1523059200,35.39,100,92,22.08,1522994400,1523394000,33.0021052632,100.0,77.0526315789,27.4618421053
237,uwayl,sd,"{'lon': -102.2415477, 'lat': 43.9924889}",0,43.99,-102.24,1522990560,26.55,68,90,13.87,1522994400,27.46,92,92,10.33,1522994400,1523394000,27.8289473684,80.0263157895,56.0,12.2360526316
238,barentsburg,sj,"{'lon': 14.2334597, 'lat': 78.0648475}",0,78.06,14.23,1522990200,5,65,20,13.87,1523016000,10.98,90,44,3.51,1522994400,1523394000,3.47815789474,87.7105263158,24.0,3.44473684211
239,husavik,is,"{'lon': -17.33885, 'lat': 66.044891}",2629833,66.04,-17.34,1522987200,10.4,85,0,6.93,1523026800,32.49,88,0,4.21,1522994400,1523394000,27.5618421053,92.5526315789,16.9473684211,4.97473684211
240,macklin,ca,"{'lon': -109.934837, 'lat': 52.333439}",6063429,52.33,-109.93,1522992405,-12.68,38,0,3,1523048400,10.7,99,0,4.56,1522994400,1523394000,9.10868421053,76.8157894737,37.5789473684,6.53552631579
241,devrek,tr,"{'lon': 31.95583, 'lat': 41.21917}",748167,41.22,31.96,1522992397,60.94,77,8,2.33,1523005200,77.47,60,0,2.48,1522994400,1523394000,54.3984210526,85.1052631579,32.5263157895,2.79947368421
242,jawhar,so,"{'lon': 45.500481, 'lat': 2.78087}",56335,2.78,45.5,1522992408,80.11,100,12,4.56,1523005200,91.76,100,8,4.05,1522994400,1523394000,78.6865789474,92.0,34.7368421053,4.12210526316
243,zachagansk,kz,,0,,,,,,,,,,,,,,,,,,
244,rujewa,tz,"{'lon': 34.383331, 'lat': -8.7}",150453,-8.7,34.38,1522992401,68.68,84,12,3.06,1523005200,85.78,66,12,5.5,1522994400,1523394000,67.3797368421,82.0,38.4210526316,4.04052631579
245,chokurdakh,ru,"{'lon': 147.916672, 'lat': 70.633331}",2126123,70.63,147.92,1522992402,16.93,92,8,8.81,1522994400,17.01,92,8,8.81,1522994400,1523394000,5.04868421053,78.2105263158,20.8421052632,9.03605263158
246,georgetown,us,"{'lon': -84.55883, 'lat': 38.209801}",4292686,38.21,-84.56,1522990440,42.8,52,1,8.05,1523037600,59.08,53,64,8.23,1522994400,1523394000,37.8739473684,73.4736842105,59.2631578947,8.11184210526
264,chala,tz,"{'lon': 31.26667, 'lat': -7.58333}",160670,-7.58,31.27,1522992414,63.01,99,36,3.22,1523005200,74.07,93,48,3.71,1522994400,1523394000,64.6607894737,90.4473684211,56.3157894737,2.63763157895
265,port elizabeth,za,"{'lon': 25.57007, 'lat': -33.917992}",964420,-33.92,25.57,1522990800,66.2,88,90,19.46,1523005200,71.19,92,76,20.83,1522994400,1523394000,69.3289473684,95.7894736842,35.2631578947,15.8734210526
266,paulista,br,"{'lon': -34.873058, 'lat': -7.94083}",3392740,-7.94,-34.87,1522990800,78.8,83,40,8.05,1523026800,81.41,100,24,8.23,1522994400,1523394000,80.0957894737,99.9473684211,70.6315789474,7.75842105263
268,khatanga,ru,"{'lon': 102.5, 'lat': 71.966667}",2022572,71.97,102.5,1522992407,2.62,96,64,13.69,1522994400,2.62,96,64,13.69,1522994400,1523394000,-6.65473684211,69.1315789474,40.9473684211,6.97631578947
269,flinders,au,"{'lon': 145.016663, 'lat': -38.466671}",2166453,-38.47,145.02,1522990800,66.2,68,75,17.22,1523080800,67.41,84,36,3.22,1522994400,1523394000,64.0992105263,88.5263157895,28.7368421053,6.29078947368
273,laredo,us,"{'lon': -99.507538, 'lat': 27.506411}",4705349,27.51,-99.51,1522990560,72.64,94,40,11.41,1523059200,91.82,37,20,13.58,1522994400,1523394000,76.0952631579,56.2631578947,16.1052631579,13.5626315789
274,tautira,pf,"{'lon': -149.149994, 'lat': -17.73333}",4033557,-17.73,-149.15,1522990800,80.6,74,40,3.36,1522994400,81.28,100,88,2.28,1522994400,1523394000,80.0534210526,100.0,65.1578947368,4.67578947368
275,ahuimanu,us,"{'lon': -157.837784, 'lat': 21.444719}",5856516,21.44,-157.84,1522991460,77.92,88,75,12.75,1523059200,76.25,76,48,12.57,1522994400,1523394000,71.3684210526,88.2368421053,68.8421052632,9.54815789474
276,sovetskiy,ru,"{'lon': 28.677561, 'lat': 60.539452}",490039,60.54,28.68,1522990200,39.2,100,90,5.82,1523016000,39.83,96,92,8.43,1522994400,1523394000,32.9713157895,87.7105263158,47.8947368421,8.60789473684
280,hamilton,bm,"{'lon': -64.783607, 'lat': 32.293892}",3573198,32.29,-64.78,1522990500,62.6,77,90,17.22,1523080800,66.78,100,0,15.59,1522994400,1523394000,66.5342105263,98.8684210526,38.0,17.6389473684
282,ostrovnoy,ru,"{'lon': 39.513062, 'lat': 68.053062}",556268,68.05,39.51,1522992419,31.51,93,80,9.89,1523005200,42.06,98,80,12.44,1522994400,1523394000,30.3921052632,93.8684210526,72.8421052632,20.6542105263
283,harper,lr,"{'lon': -7.71694, 'lat': 4.375}",2276492,4.38,-7.72,1522992421,80.56,100,56,6.08,1523037600,82.21,100,92,11.88,1522994400,1523394000,81.1710526316,99.9473684211,56.3157894737,9.61973684211
284,severo-kurilsk,ru,"{'lon': 156.125, 'lat': 50.67889}",2121385,50.68,156.12,1522992423,28.99,100,24,26.93,1523070000,29.71,100,88,4.38,1522994400,1523394000,29.8994736842,98.4210526316,71.5789473684,15.3781578947
285,baruun-urt,mn,"{'lon': 113.279167, 'lat': 46.680561}",2032614,46.68,113.28,1522992434,25.3,66,48,13.29,1523080800,37.44,70,80,9.55,1522994400,1523394000,31.3418421053,70.4736842105,42.9473684211,8.50947368421
286,teya,ru,"{'lon': 92.626671, 'lat': 60.377781}",1489656,60.38,92.63,1522992435,33.76,77,88,4.85,1523080800,37.17,67,20,2.89,1522994400,1523394000,25.2763157895,71.2894736842,32.5263157895,4.19105263158
287,narsaq,gl,"{'lon': -46.049999, 'lat': 60.916672}",3421719,60.92,-46.05,1522990200,37.4,29,80,6.93,1522994400,38.05,77,80,10.38,1522994400,1523394000,24.7152631579,87.6315789474,79.5789473684,10.0507894737
288,elizabeth city,us,"{'lon': -76.251053, 'lat': 36.294601}",4465088,36.29,-76.25,1522992000,44.94,81,1,11.05,1523048400,66.95,49,0,17.09,1522994400,1523394000,49.8205263158,89.8684210526,48.7368421053,15.6305263158
289,engels,ru,"{'lon': 46.116669, 'lat': 51.5}",563464,51.5,46.12,1522989000,33.8,64,0,11.18,1522994400,41.63,99,0,3.56,1522994400,1523394000,33.1605263158,87.6052631579,12.6315789474,5.71026315789
290,upata,ve,"{'lon': -62.398888, 'lat': 8.008611}",3625710,8.01,-62.4,1522992430,72.82,89,88,6.31,1523048400,82.43,64,68,7.36,1522994400,1523394000,77.9334210526,72.1578947368,45.4736842105,7.605
291,luderitz,na,"{'lon': 15.15944, 'lat': -26.64806}",3355672,-26.65,15.16,1522990800,57.2,87,88,11.41,1523026800,66.09,78,0,14.05,1522994400,1523394000,63.3084210526,83.7894736842,10.9473684211,9.25684210526
292,ugoofaaru,mv,"{'lon': 73, 'lat': 5.66667}",1337619,5.67,73,1522992433,83.98,100,20,4.07,1523016000,84.96,100,0,3.62,1522994400,1523394000,84.6739473684,100.0,28.5263157895,4.24
293,axim,gh,"{'lon': -2.24046, 'lat': 4.8699200000000005}",2303611,4.87,-2.24,1522992435,81.64,100,0,7.43,1523016000,84.05,94,0,12.46,1522994400,1523394000,82.2747368421,97.3684210526,20.4210526316,10.8186842105
294,dawei,mm,"{'lon': 98.199997, 'lat': 14.08333}",1293625,14.08,98.2,1522992445,79.57,95,8,1.72,1523005200,82.71,79,80,1.92,1522994400,1523394000,76.2068421053,68.3421052632,28.4210526316,4.41868421053
295,santa cruz,cr,"{'lon': -85.585098, 'lat': 10.26053}",3621607,10.26,-85.59,1522990800,80.6,65,0,4.7,1523037600,84.82,69,24,5.39,1522994400,1523394000,78.2339473684,87.0526315789,35.3684210526,4.21052631579
296,rock sound,bs,"{'lon': -76.199997, 'lat': 24.9}",3571592,24.9,-76.2,1522992297,76.51,99,32,9.82,1522994400,77.23,99,32,9.82,1522994400,1523394000,75.6834210526,99.9473684211,41.8947368421,8.38210526316
297,richards bay,za,"{'lon': 32.037682, 'lat': -28.78301}",962367,-28.78,32.04,1522992467,75.88,86,0,3.74,1523016000,88.32,65,0,3.96,1522994400,1523394000,73.0284210526,87.2105263158,37.6842105263,7.64684210526
298,saint-denis,re,"{'lon': 55.466671, 'lat': -20.866671}",6690295,-20.87,55.47,1522990800,83.39,61,40,17.22,1523005200,84.13,98,32,5.5,1522994400,1523394000,77.8957894737,96.7894736842,33.5789473684,3.93552631579
300,doha,qa,"{'lon': 51.533333, 'lat': 25.286667}",290030,25.29,51.53,1522987200,78.8,50,80,19.46,1523005200,86.86,56,68,16.58,1522994400,1523394000,79.4302631579,67.0263157895,54.8421052632,7.61184210526
301,pleasant point,nz,"{'lon': 171.133331, 'lat': -44.26667}",2184512,-44.27,171.13,1522992472,64.72,63,24,13.18,1522994400,64.72,63,24,13.18,1522994400,1523394000,46.9189473684,95.7894736842,49.7894736842,8.69078947368
302,mangochi,mw,"{'lon': 35.264481, 'lat': -14.47815}",927246,-14.48,35.26,1522992473,71.02,95,68,3.85,1523016000,84.24,70,0,3.96,1522994400,1523394000,74.7834210526,85.3684210526,59.6842105263,3.62736842105
303,saldanha,za,"{'lon': 17.944201, 'lat': -33.011669}",3361934,-33.01,17.94,1522990800,60.8,87,88,2.24,1523026800,64.54,71,8,7.56,1522994400,1523394000,63.4952631579,74.3157894737,21.3684210526,7.30078947368
304,port macquarie,au,"{'lon': 152.916672, 'lat': -31.433331}",2152659,-31.43,152.92,1522990800,78.8,57,0,10.29,1522994400,76.71,84,0,5.3,1522994400,1523394000,70.4894736842,92.5263157895,10.0,4.74736842105
305,evensk,ru,"{'lon': 159.233337, 'lat': 61.950001}",2125693,61.95,159.23,1522992477,32.14,88,8,11.79,1522994400,32.14,88,8,11.79,1522994400,1523394000,23.905,97.0526315789,49.5789473684,14.4484210526
306,bara,sd,,0,,,,,,,,,,,,,,,,,,
307,mehamn,no,"{'lon': 27.849171, 'lat': 71.035698}",778707,71.04,27.85,1522990200,25,73,0,8.05,1523005200,34.9,92,68,4.5,1522994400,1523394000,29.5118421053,88.5789473684,83.7894736842,15.4326315789
308,tabou,ci,"{'lon': -7.3528, 'lat': 4.42295}",2281120,4.42,-7.35,1522992480,81.1,100,56,5.79,1523026800,82.67,100,36,12.86,1522994400,1523394000,81.37,99.9736842105,51.4736842105,10.1084210526
309,saint-pierre,re,"{'lon': 55.48333, 'lat': -21.316669}",6690300,-21.32,55.48,1522990800,83.21,58,0,3.36,1523016000,82.74,100,44,23.76,1522994400,1523394000,79.4136842105,100.0,32.0,17.8355263158
311,kegayli,uz,,0,,,,,,,,,,,,,,,,,,
312,novaci,ro,"{'lon': 23.6720859, 'lat': 45.1782926}",0,45.18,23.67,1522992484,52.93,96,88,3.62,1523016000,61.93,88,76,3.85,1522994400,1523394000,54.6565789474,87.2105263158,40.2105263158,3.62394736842
313,micheweni,tz,"{'lon': 39.833328, 'lat': -4.96667}",153955,-4.97,39.83,1522992485,81.82,100,44,8.25,1523026800,84.7,100,20,14.43,1522994400,1523394000,81.6139473684,100.0,62.0,9.43815789474
314,rudnichnyy,ru,"{'lon': 52.470329, 'lat': 59.61702}",500695,59.62,52.47,1522992486,33.13,86,44,4.12,1523005200,47.95,89,20,0.81,1522994400,1523394000,32.815,86.8157894737,48.4210526316,11.7197368421
317,barnstaple,gb,"{'lon': -4.05808, 'lat': 51.080219}",2656281,51.08,-4.06,1522990200,45.14,87,88,12.75,1523026800,54.81,80,92,16.4,1522994400,1523394000,48.2336842105,95.8947368421,77.5789473684,8.68815789474
318,tsihombe,mg,"{'lon': 45.48630929999999, 'lat': -25.3168473}",0,-25.32,45.49,1522992489,82.36,63,0,12.46,1523005200,97.52,45,0,11.65,1522994400,1523394000,81.2278947368,64.2631578947,14.7368421053,11.0960526316
319,quetzaltepec,mx,"{'lon': -95.76324509999999, 'lat': 16.9751485}",0,16.98,-95.76,1522992490,57.79,98,0,2.1,1523048400,83.33,35,8,2.33,1522994400,1523394000,66.6028947368,74.0263157895,10.7368421053,2.12868421053
320,pangnirtung,ca,"{'lon': -65.712517, 'lat': 66.145111}",6096551,66.15,-65.71,1522992491,4.96,76,12,4.07,1523048400,19.7,87,88,4.34,1522994400,1523394000,9.04078947368,92.7105263158,73.2631578947,6.31947368421
321,mopti,ml,"{'lon': -4.1942, 'lat': 14.49302}",2453348,14.49,-4.19,1522992492,68.86,68,0,2.89,1523026800,104.04,21,0,7.9,1522994400,1523394000,86.5521052632,49.2631578947,29.5789473684,6.33026315789
322,mujiayingzi,cn,"{'lon': 118.783333, 'lat': 42.116669}",2035707,42.12,118.78,1522992493,28.27,77,56,15.7,1523080800,32.13,77,36,7.02,1522994400,1523394000,32.5615789474,76.1842105263,40.5263157895,7.66342105263
323,esperance,au,"{'lon': 121.900002, 'lat': -33.866669}",2071860,-33.87,121.9,1522992495,78.04,73,0,7.43,1522994400,80.35,73,0,7.43,1522994400,1523394000,65.2339473684,77.6578947368,16.1052631579,6.67710526316
324,linhares,br,"{'lon': -40.07222, 'lat': -19.391109}",3458498,-19.39,-40.07,1522992496,72.01,99,92,4.07,1523037600,77.89,93,92,6.33,1522994400,1523394000,75.2902631579,89.6842105263,76.5263157895,8.46684210526
325,cooma,au,"{'lon': 149.133331, 'lat': -36.23333}",2170577,-36.23,149.13,1522992497,70.84,61,0,2.84,1523070000,71.74,57,0,6.73,1522994400,1523394000,59.1163157895,71.7631578947,10.3157894737,5.14789473684
326,bouca,cf,"{'lon': 18.27331, 'lat': 6.51046}",2387890,6.51,18.27,1522992507,75.88,88,20,4.79,1523016000,92.14,71,36,6.76,1522994400,1523394000,78.2957894737,82.8684210526,40.0,6.80052631579
327,christchurch,nz,"{'lon': 172.633331, 'lat': -43.533329}",2192362,-43.53,172.63,1522990800,69.8,40,64,20.8,1522994400,66.61,64,64,16.98,1522994400,1523394000,54.1402631579,93.6315789474,57.0526315789,16.5231578947
