,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
603,alotau,pg,"{'lon': 150.4587795, 'lat': -10.3157027}",0,-10.32,150.46,1522993051,80.74,100,80,3.51,1523080800,83.34,97,76,7.31,1522994400,1523394000,80.2473684211,98.9736842105,62.2105263158,5.00815789474
604,westport,ie,"{'lon': -9.51667, 'lat': 53.799999}",2960970,53.8,-9.52,1522992600,44.6,100,90,13.87,1523026800,52.38,92,32,14.83,1522994400,1523394000,47.0868421053,94.9210526316,64.6315789474,10.3778947368
605,jurado,co,"{'lon': -77.76413, 'lat': 7.10534}",3680090,7.11,-77.76,1522993043,74.17,100,92,3.56,1523059200,76.79,100,20,2.01,1522994400,1523394000,77.0855263158,99.7894736842,47.1578947368,4.24842105263
606,paamiut,gl,"{'lon': -49.667759, 'lat': 61.994019}",3421193,61.99,-49.67,1522992882,33.22,89,80,33.49,1523059200,36.2,84,44,42.77,1522994400,1523394000,32.1636842105,95.9210526316,62.8421052632,25.8521052632
607,khairpur nathan shah,pk,"{'lon': 67.733658, 'lat': 27.09359}",1174344,27.09,67.73,1522993046,87.76,68,0,5.91,1523005200,102.74,50,0,5.28,1522994400,1523394000,85.5976315789,46.3947368421,23.6842105263,4.65710526316
608,abu dhabi,ae,"{'lon': 54.366669, 'lat': 24.466669}",292968,24.47,54.37,1522990800,86.86,27,0,4.7,1523005200,96.06,62,8,6.96,1522994400,1523394000,83.5702631579,70.5263157895,25.7894736842,7.28684210526
609,swan hill,au,"{'lon': 143.168106, 'lat': -35.100609}",7839827,-35.1,143.17,1522993057,75.52,49,0,6.13,1522994400,78.48,49,0,6.13,1522994400,1523394000,68.2678947368,59.4473684211,5.78947368421,6.28394736842
611,aleksandrov gay,ru,"{'lon': 48.57037, 'lat': 50.147041}",583345,50.15,48.57,1522993049,35.74,100,0,8.77,1523005200,40.84,100,0,7.74,1522994400,1523394000,35.7968421053,85.0,11.5789473684,6.62157894737
612,marawi,sd,"{'lon': 31.816669, 'lat': 18.48333}",370481,18.48,31.82,1522993050,73.72,23,0,6.31,1523016000,98.46,8,0,11.34,1522994400,1523394000,81.3889473684,16.8157894737,0.0,8.70894736842
613,severnyy-kospashskiy,ru,"{'lon': 57.8008, 'lat': 59.092541}",496307,59.09,57.8,1522993051,34.12,89,0,7.14,1523005200,44.47,86,12,8.97,1522994400,1523394000,30.9936842105,87.6578947368,54.6315789474,10.7455263158
614,da nang,vn,"{'lon': 108.2021667, 'lat': 16.0544068}",0,16.05,108.2,1522990800,86,70,20,9.17,1522994400,86.25,72,12,7.65,1522994400,1523394000,69.6036842105,95.8684210526,67.7894736842,5.63473684211
615,puerto baquerizo moreno,ec,"{'lon': -89.599998, 'lat': -0.9}",3652758,-0.9,-89.6,1522992910,75.16,100,0,5.64,1523059200,75.62,100,0,4.92,1522994400,1523394000,76.5431578947,99.9473684211,20.1052631579,4.73026315789
616,mayskiy,ru,"{'lon': 140.205276, 'lat': 48.997532}",2123371,49,140.21,1522993054,33.13,73,64,9.04,1522994400,33.13,73,64,9.04,1522994400,1523394000,27.5973684211,90.0526315789,42.1052631579,6.38631578947
624,dolbeau,ca,"{'lon': -72.2321138, 'lat': 48.881683}",0,48.88,-72.23,1522990800,6.8,60,20,9.17,1523048400,28.52,81,68,1.05,1522994400,1523394000,20.9678947368,81.5526315789,56.8421052632,6.81421052632
625,pennathur,in,"{'lon': 79.22960739999999, 'lat': 12.2552087}",0,12.26,79.23,1522993056,92.71,49,0,4.85,1523005200,104.31,38,0,7.18,1522994400,1523394000,82.7247368421,68.3157894737,17.7894736842,6.21157894737
626,bowen,au,"{'lon': 148.233337, 'lat': -20.01667}",2174444,-20.02,148.23,1522987200,82.4,65,90,14.99,1522994400,81.72,97,64,18.1,1522994400,1523394000,77.59,99.7631578947,67.7894736842,21.5065789474
627,rawlins,us,"{'lon': -107.238663, 'lat': 41.791069}",5836068,41.79,-107.24,1522990500,44.33,49,75,21.92,1522994400,41.32,66,80,11.39,1522994400,1523394000,38.0092105263,78.2894736842,47.0526315789,13.6621052632
628,lasa,cn,"{'lon': 91.17210999999999, 'lat': 29.652491}",0,29.65,91.17,1522993095,43.21,30,12,2.28,1523005200,50.59,26,8,1.92,1522994400,1523394000,31.4484210526,70.2631578947,46.7368421053,1.64894736842
629,ayame,ci,"{'lon': -3.1563, 'lat': 5.60831}",2292542,5.61,-3.16,1522993106,76.69,99,44,4.29,1523026800,89.91,65,32,9.4,1522994400,1523394000,81.8673684211,85.3684210526,32.1052631579,7.04078947368
630,tupancireta,br,"{'lon': -53.835831, 'lat': -29.080561}",3445939,-29.08,-53.84,1522993109,61.03,93,0,6.76,1523037600,79.78,68,0,5.5,1522994400,1523394000,72.6707894737,73.4210526316,7.15789473684,6.93
631,bosaso,so,"{'lon': 49.1878994, 'lat': 11.2755407}",0,11.28,49.19,1522990800,80.6,78,75,2.77,1523005200,85.17,86,0,6.4,1522994400,1523394000,82.1489473684,94.1842105263,11.2631578947,7.27578947368
632,smithers,ca,"{'lon': -127.174278, 'lat': 54.780361}",6149996,54.78,-127.17,1522990800,26.6,68,90,14.99,1522994400,23.88,65,92,4.56,1522994400,1523394000,25.9702631579,73.4473684211,67.3684210526,2.38605263158
633,fare,pf,"{'lon': -151.016663, 'lat': -16.700001}",4034496,-16.7,-151.02,1522993104,83.17,97,80,8.1,1523059200,83.45,98,36,6.93,1522994400,1523394000,81.8057894737,99.4210526316,69.4736842105,7.90710526316
634,lucapa,ao,"{'lon': 20.744659, 'lat': -8.41915}",145724,-8.42,20.74,1522992871,67.96,100,92,4.07,1523016000,80.62,87,24,3.96,1522994400,1523394000,71.4960526316,92.2894736842,55.8947368421,3.87473684211
635,antalaha,mg,"{'lon': 50.278759, 'lat': -14.90033}",1071296,-14.9,50.28,1522993107,75.34,100,92,4.63,1523005200,78.85,100,88,4.94,1522994400,1523394000,77.5,93.9473684211,59.5789473684,8.27
636,pakokku,mm,"{'lon': 95.099998, 'lat': 21.33333}",1302439,21.33,95.1,1522993108,90.82,51,0,1.77,1523005200,100.99,39,0,3.15,1522994400,1523394000,81.4173684211,68.5526315789,20.7368421053,5.44684210526
637,fairbanks,us,"{'lon': -147.716385, 'lat': 64.837784}",5861897,64.84,-147.72,1522990680,30.83,42,1,8.05,1523059200,33.86,75,64,7.83,1522994400,1523394000,23.1728947368,81.7368421053,40.0,5.44394736842
638,atbasar,kz,"{'lon': 68.333328, 'lat': 51.799999}",1526038,51.8,68.33,1522993119,38.17,97,68,13.85,1522994400,40.55,97,68,13.85,1522994400,1523394000,33.0660526316,91.5789473684,62.9473684211,13.6905263158
639,isla vista,us,"{'lon': -119.86097, 'lat': 34.41333}",5359864,34.41,-119.86,1522990560,55.42,82,1,8.05,1523059200,61.85,84,20,18.61,1522994400,1523394000,58.4392105263,89.6842105263,38.7368421053,14.2086842105
640,san borja,bo,"{'lon': -66.849998, 'lat': -14.81667}",3905792,-14.82,-66.85,1522993112,70.75,95,12,1.83,1523048400,80.18,84,32,3,1522994400,1523394000,76.5052631579,89.3947368421,40.7368421053,2.12894736842
641,livramento,br,"{'lon': -55.5392304, 'lat': -30.8772854}",0,-30.88,-55.54,1522993113,60.31,85,0,2.89,1523037600,81.58,56,8,6.73,1522994400,1523394000,74.5418421053,66.8157894737,24.2105263158,7.65026315789
642,galle,lk,"{'lon': 80.217003, 'lat': 6.0367}",1246294,6.04,80.22,1522993124,86.32,87,24,3.11,1522994400,89.35,87,24,3.11,1522994400,1523394000,80.2852631579,98.3684210526,35.7894736842,4.48921052632
643,douglas,us,"{'lon': -109.545341, 'lat': 31.344549}",5293083,31.34,-109.55,1522990560,60.8,21,1,8.05,1523048400,81.53,16,0,13.47,1522994400,1523394000,63.8415789474,36.3421052632,6.10526315789,6.73
649,baykit,ru,"{'lon': 96.370003, 'lat': 61.669998}",1510689,61.67,96.37,1522993118,31.78,84,44,7.81,1522994400,33.66,84,44,7.81,1522994400,1523394000,16.6857894737,74.6052631579,29.2631578947,5.12447368421
650,nelson bay,au,"{'lon': 152.149994, 'lat': -32.716671}",2155562,-32.72,152.15,1522990800,77,65,20,8.05,1522994400,77.54,100,0,9.78,1522994400,1523394000,75.5055263158,99.1315789474,3.15789473684,12.4278947368
651,inhambane,mz,"{'lon': 35.383331, 'lat': -23.865}",1045114,-23.86,35.38,1522987200,78.8,88,40,8.03,1523016000,86.79,78,68,6.31,1522994400,1523394000,80.0484210526,90.9736842105,35.1578947368,11.5092105263
652,tashtyp,ru,"{'lon': 89.898331, 'lat': 52.793892}",1490036,52.79,89.9,1522993121,44.74,65,0,3.06,1523005200,55.76,62,0,2.93,1522994400,1523394000,34.9181578947,79.1578947368,50.5263157895,4.98631578947
653,annonay,fr,"{'lon': 4.66667, 'lat': 45.23333}",6454927,45.23,4.67,1522992600,37.4,86,0,5.82,1523026800,64.94,44,20,16.67,1522994400,1523394000,53.4936842105,71.7368421053,56.0,8.93552631579
655,bronnoysund,no,"{'lon': 12.19973, 'lat': 65.462502}",3159954,65.46,12.2,1522992000,34.97,64,75,14.99,1523026800,38.34,93,88,25.05,1522994400,1523394000,36.6921052632,95.1052631579,37.2631578947,13.2439473684
656,karaul,ru,"{'lon': 83.23083489999999, 'lat': 70.070114}",0,70.07,83.23,1522993124,-13.49,84,8,7.87,1523005200,-7.57,74,0,5.73,1522994400,1523394000,-1.63894736842,67.5,20.8421052632,7.84973684211
657,avera,pf,"{'lon': -151.3509147, 'lat': -22.4791334}",0,-22.48,-151.35,1522993126,79.12,100,100,7.92,1523048400,80.45,100,64,4.74,1522994400,1523394000,79.3615789474,99.8157894737,69.4736842105,10.1115789474
658,portree,gb,"{'lon': -6.19418, 'lat': 57.41288}",2640006,57.41,-6.19,1522993127,38.62,100,92,19.17,1523070000,44.02,96,92,6.62,1522994400,1523394000,43.2644736842,95.2105263158,56.5263157895,12.3365789474
659,rungata,ki,"{'lon': 176.445007, 'lat': -1.3493599}",0,-1.35,176.45,1522993128,82.09,100,8,12.39,1523070000,82.99,100,8,17.81,1522994400,1523394000,82.0971052632,100.0,50.3157894737,14.2465789474
660,vincennes,us,"{'lon': -87.528633, 'lat': 38.677269}",4266307,38.68,-87.53,1522991700,46.4,61,1,11.41,1523037600,51.52,74,88,14.34,1522994400,1523394000,36.3013157895,84.6315789474,53.5789473684,12.5792105263
661,juifang,tw,,0,,,,,,,,,,,,,,,,,,
662,vao,nc,"{'lon': 167.483337, 'lat': -22.66667}",2137773,-22.67,167.48,1522993131,77.95,100,76,20.74,1523005200,79.02,97,64,19.04,1522994400,1523394000,76.7918421053,99.6578947368,57.4736842105,18.2394736842
663,alcaudete,es,"{'lon': -4.10775, 'lat': 37.59692}",6358458,37.6,-4.11,1522992600,52.34,62,0,2.73,1523026800,72.21,60,76,8.72,1522994400,1523394000,50.2607894737,89.8157894737,75.0526315789,8.44394736842
665,phan rang,vn,"{'lon': 108.9912066, 'lat': 11.5825677}",0,11.58,108.99,1522993177,81.37,91,8,10.94,1522994400,83.75,91,8,10.94,1522994400,1523394000,77.9713157895,94.1578947368,47.2631578947,24.8536842105
666,goundam,ml,"{'lon': -3.67075, 'lat': 16.41453}",2456917,16.41,-3.67,1522993178,70.57,30,0,6.35,1523026800,105.12,13,0,9.24,1522994400,1523394000,87.6344736842,32.9736842105,28.6315789474,6.40894736842
667,the valley,ai,"{'lon': -63.057831, 'lat': 18.217039}",3573374,18.22,-63.06,1522990800,77,78,20,13.87,1523037600,79.24,97,68,15.79,1522994400,1523394000,77.9855263158,99.0526315789,66.1052631579,15.8121052632
668,pangai,to,"{'lon': -174.350006, 'lat': -19.799999}",4032369,-19.8,-174.35,1522990800,77,100,90,6.93,1523080800,79.47,100,24,12.35,1522994400,1523394000,77.7321052632,99.7368421053,78.6315789474,17.5728947368
669,matay,eg,"{'lon': 30.77924, 'lat': 28.418989}",352628,28.42,30.78,1522993172,63.91,52,0,9.04,1523016000,85.39,35,0,5.86,1522994400,1523394000,69.5965789474,42.6315789474,0.0,6.45
670,salvador,br,"{'lon': -38.50811, 'lat': -12.97177}",6321026,-12.97,-38.51,1522990800,78.8,78,40,11.41,1523037600,82.48,100,8,12.15,1522994400,1523394000,80.4436842105,99.9210526316,48.2105263158,10.3181578947
672,jalu,ly,"{'lon': 21.4991334, 'lat': 29.040621}",0,29.04,21.5,1522993183,59.41,92,32,11.05,1523026800,83.52,20,0,14.94,1522994400,1523394000,70.1034210526,41.2105263158,8.42105263158,8.35578947368
673,wladyslawowo,pl,"{'lon': 18.4009, 'lat': 54.790859}",3081752,54.79,18.4,1522992600,35.6,74,40,16.11,1523016000,42.2,81,0,27.56,1522994400,1523394000,43.2834210526,84.5789473684,27.7894736842,15.7365789474
674,qaqortoq,gl,"{'lon': -46.033329, 'lat': 60.716671}",3420846,60.72,-46.03,1522990200,37.4,29,68,6.93,1522994400,36.52,86,68,28.68,1522994400,1523394000,32.4457894737,93.2894736842,74.8421052632,21.5578947368
675,celestun,mx,"{'lon': -90.400002, 'lat': 20.866671}",3531368,20.87,-90.4,1522993188,79.48,93,8,19.89,1523037600,82.39,87,0,5.32,1522994400,1523394000,81.0242105263,91.6842105263,3.68421052632,13.3713157895
676,oranjemund,na,"{'lon': 16.433331, 'lat': -28.549999}",3354071,-28.55,16.43,1522993179,60.58,100,56,10.56,1523026800,62.73,98,0,14.09,1522994400,1523394000,63.1236842105,91.1842105263,26.9473684211,15.2807894737
677,taoudenni,ml,"{'lon': -3.98361, 'lat': 22.678329}",2450173,22.68,-3.98,1522993180,70.84,18,68,9.04,1523026800,100.26,14,24,4.7,1522994400,1523394000,86.1731578947,15.8684210526,58.5263157895,7.65289473684
678,salinopolis,br,"{'lon': -47.35611, 'lat': -0.6136100000000001}",3389822,-0.61,-47.36,1522993181,79.21,100,80,6.53,1523026800,80.73,100,80,6.11,1522994400,1523394000,80.1265789474,99.9736842105,81.8947368421,8.78184210526
679,darab,ir,"{'lon': 54.544441, 'lat': 28.75194}",137956,28.75,54.54,1522993192,69.85,36,0,3,1522994400,89.94,36,0,3,1522994400,1523394000,61.03,54.9473684211,35.0526315789,3.15868421053
680,indramayu,id,"{'lon': 108.32, 'lat': -6.32639}",1643078,-6.33,108.32,1522993193,84.43,100,8,5.86,1522994400,85.66,100,8,5.86,1522994400,1523394000,81.4765789474,100.0,38.8421052632,5.82
681,penzance,gb,"{'lon': -5.54554, 'lat': 50.105862}",7294638,50.11,-5.55,1522990200,48.2,81,0,25.28,1523016000,52.28,86,92,17.27,1522994400,1523394000,48.8205263158,96.3947368421,65.3684210526,11.4939473684
683,wahran,dz,"{'lon': -0.6307988, 'lat': 35.6970697}",0,35.7,-0.63,1522990800,58.95,87,75,4.7,1523016000,64.97,81,68,11.01,1522994400,1523394000,59.3502631579,95.7368421053,38.1052631579,20.7134210526
684,vernon,us,"{'lon': -88.108917, 'lat': 33.75705}",4095392,33.76,-88.11,1522990560,52.86,81,20,2.33,1523048400,66.41,68,92,3.06,1522994400,1523394000,54.0294736842,70.1315789474,38.5263157895,6.37578947368
687,ulladulla,au,"{'lon': 150.466675, 'lat': -35.349998}",2145554,-35.35,150.47,1522990800,71.6,73,75,9.17,1523080800,76.41,79,0,8.81,1522994400,1523394000,70.7973684211,90.6315789474,23.6842105263,6.68789473684
688,breves,br,"{'lon': -50.480282, 'lat': -1.68222}",3404817,-1.68,-50.48,1522993191,76.06,98,88,4.56,1523037600,84.55,82,64,3.27,1522994400,1523394000,78.4734210526,94.2631578947,61.7894736842,4.67789473684
689,patacamaya,bo,"{'lon': -67.916672, 'lat': -17.23333}",3908339,-17.23,-67.92,1522993201,26.38,81,8,2.84,1523037600,61.87,62,8,2.98,1522994400,1523394000,42.8215789474,76.4736842105,21.7894736842,4.00736842105
690,tabuk,sa,"{'lon': 36.583328, 'lat': 28.383329}",101628,28.38,36.58,1522990800,59,72,0,9.26,1523016000,72.7,57,8,7.09,1522994400,1523394000,62.6644736842,49.4210526316,6.0,6.49342105263
691,byron bay,au,"{'lon': 153.616669, 'lat': -28.65}",2172880,-28.65,153.62,1522990800,78.8,61,40,14.99,1523005200,75.9,100,80,10.42,1522994400,1523394000,73.2365789474,99.8684210526,56.2105263158,6.80421052632
692,broome,au,"{'lon': 121.807213, 'lat': -18.20866}",7839347,-18.21,121.81,1522990800,100.4,21,0,8.05,1522994400,97.83,91,0,9.89,1522994400,1523394000,90.6044736842,90.3947368421,9.05263157895,12.5907894737
694,pangkalanbuun,id,"{'lon': 111.616669, 'lat': -2.68333}",1632694,-2.68,111.62,1522993197,82.27,95,88,5.3,1523070000,83.8,94,56,4.34,1522994400,1523394000,76.6994736842,94.8684210526,65.3684210526,3.70763157895
695,nobres,br,"{'lon': -56.327499, 'lat': -14.72028}",3456277,-14.72,-56.33,1522993208,71.83,94,12,1.83,1523037600,87.88,80,36,2.53,1522994400,1523394000,78.7007894737,88.2105263158,10.7368421053,4.24657894737
696,klaksvik,fo,"{'lon': -6.58901, 'lat': 62.226551}",2618795,62.23,-6.59,1522992000,32,100,88,4.7,1522994400,37.45,100,88,14.18,1522994400,1523394000,38.7739473684,98.1578947368,48.1052631579,14.4555263158
697,hinton,ca,"{'lon': -117.58567, 'lat': 53.400089}",5975503,53.4,-117.59,1522993211,10.18,64,80,5.75,1523059200,17.93,58,80,3.91,1522994400,1523394000,18.1165789474,67.5789473684,55.7894736842,3.00605263158
698,labuhan,id,"{'lon': 112.205101, 'lat': -6.8844}",8079926,-6.88,112.21,1522993202,84.61,100,24,7.31,1523016000,87.03,100,20,12.01,1522994400,1523394000,83.9515789474,99.3947368421,25.6842105263,8.41052631579
699,cockburn town,tc,"{'lon': -71.141876, 'lat': 21.46122}",3576994,21.46,-71.14,1522993203,75.52,100,24,6.76,1523048400,77.03,100,0,4.63,1522994400,1523394000,77.1257894737,99.3684210526,43.5789473684,10.7907894737
700,altay,cn,"{'lon': 88.116669, 'lat': 47.866669}",1529651,47.87,88.12,1522993245,40.51,65,0,3,1522994400,48.65,65,0,3,1522994400,1523394000,25.5389473684,73.5789473684,46.9473684211,3.03289473684
701,flin flon,ca,"{'lon': -101.86747, 'lat': 54.766842}",5954719,54.77,-101.87,1522993247,14.14,67,68,12.35,1523048400,19.79,57,8,9.82,1522994400,1523394000,16.6428947368,66.6578947368,29.6842105263,4.96684210526
703,yumen,cn,"{'lon': 97.199997, 'lat': 40.283329}",1528998,40.28,97.2,1522993248,42.04,52,0,10.38,1523080800,57.6,48,0,8.43,1522994400,1523394000,45.4315789474,45.2631578947,22.9473684211,8.25421052632
704,kautokeino,no,"{'lon': 23.04151, 'lat': 69.011513}",779327,69.01,23.04,1522993240,23.68,81,68,4.56,1523005200,31.66,82,76,6.4,1522994400,1523394000,24.2436842105,78.8421052632,39.8947368421,6.70973684211
706,qui nhon,vn,"{'lon': 109.2196634, 'lat': 13.7829673}",0,13.78,109.22,1522993251,81.73,82,56,9.04,1522994400,82.81,82,56,9.04,1522994400,1523394000,73.7034210526,94.3421052632,82.7368421053,16.17
707,bam,ir,"{'lon': 58.356998, 'lat': 29.106001}",141736,29.11,58.36,1522993242,78.31,22,0,4.56,1522994400,94.51,22,0,4.56,1522994400,1523394000,67.9765789474,41.4736842105,30.9473684211,4.55973684211
708,saint anthony,ca,"{'lon': -118.1819309, 'lat': 33.7746056}",0,33.77,-118.18,1522990680,58.73,87,40,3.36,1523059200,61.94,88,8,6.08,1522994400,1523394000,59.7084210526,94.6315789474,29.4736842105,5.43315789474
709,dhidhdhoo,mv,"{'lon': 73.099998, 'lat': 6.88333}",1337612,6.88,73.1,1522993254,83.71,100,20,1.1,1523026800,84.74,100,0,5.03,1522994400,1523394000,83.9492105263,100.0,13.7894736842,3.41684210526
710,jacareacanga,br,"{'lon': -57.752781, 'lat': -6.22222}",3397763,-6.22,-57.75,1522993245,73.36,98,80,1.99,1523037600,86.26,73,32,2.86,1522994400,1523394000,78.6628947368,88.4210526316,50.4210526316,2.47631578947
711,manjeshwar,in,"{'lon': 74.8850112, 'lat': 12.7245542}",0,12.72,74.89,1522992600,89.6,66,40,5.82,1523005200,95.45,67,0,11.1,1522994400,1523394000,84.8515789474,88.2631578947,6.94736842105,5.87973684211
712,nong khai,th,"{'lon': 102.741997, 'lat': 17.878469}",1608232,17.88,102.74,1522990800,89.13,66,75,11.41,1522994400,96.85,66,20,1.39,1522994400,1523394000,71.3068421053,72.1315789474,29.8947368421,6.22263157895
713,nioro,ml,"{'lon': -9.588628, 'lat': 15.23199}",0,15.23,-9.59,1522993259,75.34,44,64,6.53,1523026800,105.12,21,8,4.03,1522994400,1523394000,89.9981578947,33.0526315789,50.5263157895,8.24421052632
714,tumannyy,ru,"{'lon': 35.6675264, 'lat': 68.878911}",0,68.88,35.67,1522993260,30.07,93,68,4.56,1523026800,41.54,96,80,6.78,1522994400,1523394000,31.1855263158,88.2368421053,85.4736842105,15.3257894737
715,waipawa,nz,"{'lon': 175.515274, 'lat': -41.41222}",2206874,-41.41,175.52,1522990800,64.4,72,0,33.33,1522994400,65.26,70,0,23.91,1522994400,1523394000,56.5581578947,91.3421052632,40.5263157895,18.9505263158
716,dongsheng,cn,"{'lon': 109.977631, 'lat': 39.816078}",1812256,39.82,109.98,1522993253,28.18,49,48,22.12,1523080800,50.4,32,0,23.13,1522994400,1523394000,43.6268421053,32.7105263158,7.36842105263,14.7305263158
720,egtved,dk,"{'lon': 9.30102, 'lat': 55.617962}",2622686,55.62,9.3,1522992000,35.17,91,0,10.29,1523026800,46.4,75,0,7.11,1522994400,1523394000,44.4255263158,86.6315789474,61.2631578947,11.56
721,augusto correa,br,"{'lon': -46.634998, 'lat': -1.02167}",3406961,-1.02,-46.63,1522993256,74.44,97,100,1.99,1523037600,83.74,83,44,5.32,1522994400,1523394000,78.9281578947,90.1578947368,72.7368421053,4.17578947368
722,pandan,ph,"{'lon': 124.169403, 'lat': 14.0453}",1695546,14.05,124.17,1522993266,81.64,97,64,6.08,1522994400,83.23,97,64,6.08,1522994400,1523394000,79.0347368421,99.7368421053,74.1052631579,10.9465789474
726,coihaique,cl,"{'lon': -72.066193, 'lat': -45.575241}",3894426,-45.58,-72.07,1522990800,41,86,75,4.7,1523037600,46.21,62,32,5.88,1522994400,1523394000,41.6139473684,76.0789473684,43.6842105263,5.24473684211
727,kota tinggi,my,"{'lon': 103.899902, 'lat': 1.7381000000000002}",1732738,1.74,103.9,1522992600,91.44,59,75,5.82,1522994400,92.48,95,36,5.91,1522994400,1523394000,80.4126315789,82.2894736842,36.5263157895,5.86447368421
728,samusu,ws,"{'lon': -171.4299586, 'lat': -14.0056774}",0,-14.01,-171.43,1522993262,82.72,100,44,11.12,1523016000,84.81,99,12,14.14,1522994400,1523394000,82.6963157895,99.9473684211,56.3157894737,10.4486842105
729,pathein,mm,"{'lon': 94.73333, 'lat': 16.783331}",1328421,16.78,94.73,1522993263,95.41,46,0,5.41,1522994400,101.68,46,0,5.41,1522994400,1523394000,83.6436842105,60.6578947368,18.6315789474,7.08394736842
730,sao miguel do araguaia,br,"{'lon': -50.162781, 'lat': -13.275}",3448455,-13.28,-50.16,1522993274,73.18,95,36,2.89,1523037600,82.66,86,44,4.72,1522994400,1523394000,76.6994736842,89.7105263158,31.0526315789,4.27394736842
731,maniitsoq,gl,"{'lon': -52.900002, 'lat': 65.416672}",3421982,65.42,-52.9,1522993265,14.5,61,0,6.31,1523080800,28.89,71,80,13.91,1522994400,1523394000,25.4231578947,80.7105263158,60.5263157895,10.6771052632
732,kourou,gf,"{'lon': -52.647789, 'lat': 5.15518}",3381303,5.16,-52.65,1522990800,75.2,94,88,3.36,1523037600,79.69,98,88,9.35,1522994400,1523394000,78.1060526316,99.0526315789,82.8421052632,9.08105263158
733,san-pedro,ci,"{'lon': -6.6363, 'lat': 4.74851}",2282006,4.75,-6.64,1522993277,75.79,98,20,4.52,1523016000,86.93,76,24,8.55,1522994400,1523394000,80.0768421053,90.4736842105,34.7368421053,7.66157894737
734,biak,id,"{'lon': 135.9800848, 'lat': -1.0381022}",0,-1.04,135.98,1522993278,84.34,100,64,5.01,1522994400,84.34,100,64,5.01,1522994400,1523394000,81.2042105263,99.9473684211,55.2631578947,3.85947368421
735,san luis,mx,"{'lon': -113.75, 'lat': 28.433331}",3985665,28.43,-113.75,1522993270,55.36,100,0,9.55,1523048400,70.01,57,20,12.68,1522994400,1523394000,63.0857894737,81.6315789474,24.3157894737,8.71710526316
736,half moon bay,us,"{'lon': -122.428589, 'lat': 37.463551}",5354943,37.46,-122.43,1522990800,56.8,93,90,4.7,1523059200,56.9,96,92,16.22,1522994400,1523394000,54.0171052632,96.0789473684,63.2631578947,11.3113157895
737,muri,in,"{'lon': 85.866669, 'lat': 23.366671}",1262429,23.37,85.87,1522990800,88.81,48,8,6.93,1523005200,102.54,44,12,4.16,1522994400,1523394000,77.5357894737,72.9736842105,34.3157894737,4.39657894737
738,kisangani,cd,"{'lon': 25.200001, 'lat': 0.5166700000000001}",212730,0.52,25.2,1522993305,71.29,100,76,2.89,1523016000,81.18,81,88,3.85,1522994400,1523394000,75.1623684211,92.2894736842,62.1052631579,2.73315789474
740,rocha,uy,"{'lon': -54.333328, 'lat': -34.48333}",3440777,-34.48,-54.33,1522993316,58.78,91,0,3.33,1523026800,74.16,77,64,5.48,1522994400,1523394000,66.9107894737,91.4210526316,56.4210526316,5.43473684211
741,qasigiannguit,gl,"{'lon': -51.192211, 'lat': 68.81926}",3420768,68.82,-51.19,1522990200,5,84,0,3.56,1523037600,22.09,87,0,2.86,1522994400,1523394000,15.8594736842,78.0526315789,13.1578947368,6.69789473684
742,biltine,td,"{'lon': 20.91667, 'lat': 14.53333}",244878,14.53,20.92,1522993309,76.24,20,0,13.85,1523016000,101.68,17,0,7.76,1522994400,1523394000,83.2718421053,17.6315789474,0.315789473684,10.2328947368
743,hay river,ca,"{'lon': -115.799927, 'lat': 60.815552}",5972762,60.82,-115.8,1522990800,-2.21,64,20,2.24,1523059200,24.05,44,0,4.29,1522994400,1523394000,14.7928947368,63.8157894737,15.1578947368,3.84894736842
744,college,us,"{'lon': -147.80278, 'lat': 64.856941}",5859699,64.86,-147.8,1522990680,30.83,42,1,8.05,1523059200,33.86,75,64,7.83,1522994400,1523394000,23.1728947368,81.7368421053,40.0,5.44394736842
745,malwan,in,"{'lon': 73.471054, 'lat': 16.0630693}",0,16.06,73.47,1522993312,83.98,96,56,6.13,1522994400,85.42,96,56,6.13,1522994400,1523394000,81.7276315789,97.4736842105,27.1578947368,10.3415789474
746,kapit,my,"{'lon': 112.933327, 'lat': 2.01667}",1737185,2.02,112.93,1522993313,85.96,67,44,2.84,1522994400,87.62,67,44,2.84,1522994400,1523394000,77.5,87.2894736842,60.4210526316,2.27736842105
747,azar shahr,ir,"{'lon': 45.9872077, 'lat': 37.7443158}",0,37.74,45.99,1522990800,50.9,50,75,4.7,1523005200,67.91,63,12,3.38,1522994400,1523394000,46.2842105263,70.6578947368,16.3157894737,3.18447368421
748,dalvik,is,"{'lon': -18.52861, 'lat': 65.970177}",2632287,65.97,-18.53,1522990800,12.2,78,0,9.17,1523026800,31.05,86,0,4.76,1522994400,1523394000,26.4368421053,91.6315789474,25.4736842105,3.96868421053
749,huaihua,cn,"{'lon': 109.959167, 'lat': 27.54944}",1807689,27.55,109.96,1522993319,49.96,93,88,9.37,1523080800,56.7,74,44,3.22,1522994400,1523394000,56.4518421053,74.4210526316,27.1578947368,5.16842105263
